counter, keyextract, sign, verify, total 
469,13.475000,15.454000,22.678600,51.607600 
470,12.510300,14.230800,21.876000,48.617100 
471,12.219400,14.037000,22.192000,48.448400 
472,12.219500,13.747300,21.778600,47.745400 
473,12.129600,13.590200,21.865200,47.585000 
474,12.190900,13.884200,21.928200,48.003300 
475,12.315100,14.088800,21.929800,48.333700 
476,12.363400,14.282200,22.395400,49.041000 
477,12.386600,14.286800,22.632400,49.305800 
478,12.208300,13.716600,21.825400,47.750300 
479,12.266000,13.712100,21.878500,47.856600 
480,12.287900,14.029200,22.809200,49.126300 
481,12.496000,13.756800,21.706200,47.959000 
482,12.297500,13.830600,22.551700,48.679800 
483,12.273500,13.864900,22.073500,48.211900 
484,12.346600,14.739600,23.358500,50.444700 
485,13.353300,14.556600,23.963700,51.873600 
486,12.199000,13.806300,22.601600,48.606900 
487,12.272300,14.607000,23.054900,49.934200 
488,12.336000,13.674400,21.770600,47.781000 
489,12.175100,13.643000,21.992000,47.810100 
490,12.325200,13.965200,22.099000,48.389400 
491,12.386400,13.943900,22.094200,48.424500 
492,12.415600,14.988400,22.964500,50.368500 
493,13.127700,14.632500,22.658700,50.418900 
494,12.103400,13.748900,27.303500,53.155800 
495,16.678300,13.812700,21.866700,52.357700 
496,12.323800,13.746400,21.852700,47.922900 
497,12.235000,13.957600,21.809000,48.001600 
498,12.447500,13.788300,21.857800,48.093600 
499,12.341700,13.906800,21.915900,48.164400 
500,12.389600,14.455600,23.015500,49.860700 
